drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00264,Control-32,Vulnerability,enabled=False,enabled=False,Enable,Low,Brian Harris,brian.harris@company.com,Robert Anderson,robert.anderson@company.com,2026-03-23 10:54:40,Security Update,Drifted,NIST,1,0,0,0,LOW,[],42.47,MEDIUM,68.5,0.0395,False,25.78,18.73,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00450,Control-25,Encryption,enabled=False,enabled=True,Modify,Critical,Eric Sharma,eric.sharma@company.com,Andrew Young,andrew.young@company.com,2026-03-24 10:54:40,Policy Change,Remediated,PCI,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",63.38,HIGH,57.47,0.0507,False,7.56,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00009,Control-44,Logging,enabled=False,enabled=False,Modify,High,Harsh Nair,harsh.nair@company.com,George Garcia,george.garcia@company.com,2026-03-24 10:54:40,Policy Change,Drifted,NIST,0,0,0,0,LOW,[],70.81,HIGH,62.33,0.0467,False,14.19,26.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00220,Control-87,Vulnerability,enabled=False,enabled=False,Enable,High,Donald Pillai,donald.pillai@company.com,Donald Kumar,donald.kumar@company.com,2026-03-24 10:54:40,Policy Change,Compliant,ISO,0,0,0,0,LOW,[],41.34,MEDIUM,57.7,0.0401,False,24.91,18.21,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00189,Control-97,Vulnerability,enabled=True,enabled=True,Enable,Info,Paul Verma,paul.verma@company.com,Christopher Bhat,christopher.bhat@company.com,2026-03-24 10:54:40,Emergency Fix,Drifted,CIS,0,0,1,0,LOW,[],42.17,MEDIUM,67.8,0.0489,False,10.56,16.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00401,Control-40,Endpoint,enabled=False,enabled=True,Update,Medium,Joseph Wilson,joseph.wilson@company.com,Zainab Lee,zainab.lee@company.com,2026-03-24 10:54:40,Policy Change,Compliant,NONE,0,0,0,0,LOW,[],22.06,LOW,77.3,0.0533,False,3.33,8.22,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00459,Control-81,Cloud_Security,enabled=False,enabled=True,Enable,Medium,Leila Martinez,leila.martinez@company.com,Andrew White,andrew.white@company.com,2026-03-24 10:54:40,Security Update,Compliant,CIS,1,0,0,0,LOW,[],25.12,LOW,72.18,0.0386,False,27.28,12.88,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00112,Control-47,Data_Protection,enabled=False,enabled=True,Enable,Low,Aisha Iyer,aisha.iyer@company.com,James Martin,james.martin@company.com,2026-03-24 10:54:40,Policy Change,Under_Review,ISO,0,0,0,0,LOW,[],31.64,LOW,52.48,0.0383,False,27.75,15.24,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00317,Control-74,Vulnerability,enabled=True,enabled=False,Disable,High,Edward Thompson,edward.thompson@company.com,Amitabh Harris,amitabh.harris@company.com,2026-03-24 10:54:40,Security Update,Drifted,ISO,1,0,0,0,LOW,[],80.68,HIGH,45.55,0.0311,False,39.49,34.16,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00249,Control-45,Logging,enabled=True,enabled=True,Enable,Medium,Nadia Verma,nadia.verma@company.com,Amitabh Harris,amitabh.harris@company.com,2026-03-24 10:54:40,Security Update,Compliant,PCI,1,0,0,0,LOW,[],22.53,LOW,77.58,0.0249,False,49.68,15.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00223,Control-96,Vulnerability,enabled=True,enabled=False,Update,Medium,Nikhil Singh,nikhil.singh@company.com,Rohan Mishra,rohan.mishra@company.com,2026-03-25 10:54:40,Performance Tuning,Compliant,NONE,0,0,0,0,LOW,[],21.99,LOW,78.2,0.0661,False,0.0,7.7,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00060,Control-38,DLP,enabled=True,enabled=True,Update,Low,Thomas Bhat,thomas.bhat@company.com,Donald Singh,donald.singh@company.com,2026-03-25 10:54:40,Security Update,Under_Review,GDPR,1,0,0,0,LOW,[],40.78,MEDIUM,71.4,0.0538,False,2.52,14.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00050,Control-7,Cloud_Security,enabled=True,enabled=True,Rollback,Low,Raja Thompson,raja.thompson@company.com,Maria Ghosh,maria.ghosh@company.com,2026-03-26 10:54:40,Policy Change,Remediated,CIS,0,0,0,0,LOW,[],25.29,LOW,71.84,0.0493,False,9.95,10.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00263,Control-13,Data_Protection,enabled=False,enabled=True,Modify,High,Diya Lewis,diya.lewis@company.com,Kenneth White,kenneth.white@company.com,2026-03-26 10:54:40,Security Update,Remediated,NIST,1,0,0,0,LOW,[],41.42,LOW,38.8,0.0444,False,17.89,17.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00134,Control-55,Encryption,enabled=True,enabled=False,Modify,Medium,Eric Hernandez,eric.hernandez@company.com,Jonathan Thompson,jonathan.thompson@company.com,2026-03-26 10:54:40,Policy Change,Remediated,ISO,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",43.48,MEDIUM,59.1,0.0375,False,29.16,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00210,Control-86,Encryption,enabled=True,enabled=True,Disable,Medium,Ronald Anderson,ronald.anderson@company.com,Ryan Young,ryan.young@company.com,2026-03-26 10:54:40,Emergency Fix,Under_Review,PCI,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",74.26,HIGH,71.71,0.0373,False,29.43,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00155,Control-54,Network_Segmentation,enabled=True,enabled=True,Disable,Medium,Priya Martin,priya.martin@company.com,Yuki White,yuki.white@company.com,2026-03-26 10:54:40,Policy Change,Under_Review,ISO,0,0,0,0,LOW,[],72.85,HIGH,55.83,0.0445,False,17.71,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00109,Control-94,Access_Control,enabled=False,enabled=False,Rollback,Info,Elena Reddy,elena.reddy@company.com,Daniel Anderson,daniel.anderson@company.com,2026-03-26 10:54:40,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],18.08,LOW,90.44,0.0598,False,0.0,6.33,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00076,Control-62,Vulnerability,enabled=False,enabled=False,Disable,High,Larry Martinez,larry.martinez@company.com,George Taylor,george.taylor@company.com,2026-03-26 10:54:40,Troubleshooting,Drifted,NONE,0,0,0,0,LOW,[],73.45,HIGH,44.12,0.0503,False,8.17,26.93,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00062,Control-20,Vulnerability,enabled=False,enabled=False,Rollback,Medium,Mark Young,mark.young@company.com,Sanjana Verma,sanjana.verma@company.com,2026-03-26 10:54:40,Performance Tuning,Mitigated,NONE,0,0,0,0,LOW,[],38.92,MEDIUM,59.86,0.0552,False,0.27,13.66,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00030,Control-34,Cloud_Security,enabled=True,enabled=True,Remove,Medium,Andrew Thompson,andrew.thompson@company.com,Aisha Lewis,aisha.lewis@company.com,2026-03-26 10:54:40,Performance Tuning,Remediated,ISO,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],57.11,MEDIUM,40.91,0.0392,False,26.26,67.93,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00388,Control-65,Logging,enabled=False,enabled=False,Modify,Critical,Jason Thomas,jason.thomas@company.com,Gary Reddy,gary.reddy@company.com,2026-03-26 10:54:40,Troubleshooting,Under_Review,ISO,0,0,0,0,LOW,[],71.67,HIGH,55.02,0.0348,False,33.52,30.11,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00413,Control-13,Cloud_Security,enabled=True,enabled=True,Disable,Medium,Aisha Moore,aisha.moore@company.com,Ryan Jones,ryan.jones@company.com,2026-03-26 10:54:40,Performance Tuning,Compliant,GDPR,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],60.21,HIGH,39.91,0.05,False,8.78,66.39,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00213,Control-84,Cloud_Security,enabled=True,enabled=False,Update,Critical,Richard Taylor,richard.taylor@company.com,Nisha Bhat,nisha.bhat@company.com,2026-03-27 10:54:40,Emergency Fix,Under_Review,CIS,1,0,1,0,LOW,[],65.07,HIGH,57.36,0.0507,False,7.6,23.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00477,Control-51,Vulnerability,enabled=False,enabled=True,Rollback,Medium,Yuki Rodriguez,yuki.rodriguez@company.com,Pooja Johnson,pooja.johnson@company.com,2026-03-27 10:54:40,Performance Tuning,Mitigated,NIST,0,0,0,0,LOW,[],44.81,MEDIUM,63.96,0.0432,False,19.75,18.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00041,Control-56,Endpoint,enabled=True,enabled=True,Update,Critical,Andrew Garcia,andrew.garcia@company.com,Stephen Bhat,stephen.bhat@company.com,2026-03-27 10:54:40,Security Update,Drifted,NIST,1,0,0,0,LOW,[],67.38,HIGH,67.65,0.0432,False,19.82,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00168,Control-72,Firewall,enabled=False,enabled=False,Modify,Critical,Neha Ramirez,neha.ramirez@company.com,Zainab Johnson,zainab.johnson@company.com,2026-03-27 10:54:40,Policy Change,Drifted,CIS,0,0,0,0,LOW,[],82.28,CRITICAL,47.2,0.0512,False,6.8,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00099,Control-80,Network_Segmentation,enabled=False,enabled=False,Enable,Low,Gary Sharma,gary.sharma@company.com,Meera Harris,meera.harris@company.com,2026-03-28 10:54:40,Emergency Fix,Mitigated,ISO,0,0,1,0,LOW,[],20.97,LOW,81.11,0.0178,False,61.12,16.51,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00165,Control-28,Vulnerability,enabled=True,enabled=True,Rollback,Medium,Larry Perez,larry.perez@company.com,Paul Taylor,paul.taylor@company.com,2026-03-28 10:54:40,Performance Tuning,Compliant,PCI,0,0,0,0,LOW,[],39.7,MEDIUM,65.4,0.0223,False,53.86,21.97,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00480,Control-31,Cloud_Security,enabled=False,enabled=False,Update,High,Meera Patel,meera.patel@company.com,Meera Johnson,meera.johnson@company.com,2026-03-28 10:54:40,Security Update,Drifted,NONE,1,0,0,0,LOW,[],58.47,HIGH,41.14,0.0366,False,30.59,25.05,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00312,Control-31,DLP,enabled=True,enabled=True,Disable,Low,Harsh Young,harsh.young@company.com,Robert Davis,robert.davis@company.com,2026-03-28 10:54:40,Policy Change,Mitigated,PCI,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],50.6,MEDIUM,57.8,0.0328,False,36.69,66.21,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00331,Control-2,DLP,enabled=False,enabled=False,Update,Low,Harsh Smith,harsh.smith@company.com,Timothy Verma,timothy.verma@company.com,2026-03-28 10:54:40,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],26.09,LOW,67.72,0.0306,False,40.33,15.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00349,Control-18,Data_Protection,enabled=False,enabled=True,Disable,Medium,Sofia Garcia,sofia.garcia@company.com,Riya Davis,riya.davis@company.com,2026-03-28 10:54:40,Emergency Fix,Under_Review,CIS,0,0,1,0,LOW,[],77.31,HIGH,60.52,0.0332,False,36.17,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00364,Control-88,Cloud_Security,enabled=False,enabled=True,Remove,High,Xiulan Johnson,xiulan.johnson@company.com,Neha Williams,neha.williams@company.com,2026-03-28 10:54:40,Security Update,Under_Review,NONE,1,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],79.6,HIGH,47.41,0.0329,False,36.66,77.36,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00409,Control-70,Data_Protection,enabled=True,enabled=False,Enable,Medium,Sofia Taylor,sofia.taylor@company.com,Timothy Mishra,timothy.mishra@company.com,2026-03-28 10:54:40,Policy Change,Drifted,ISO,0,0,0,0,LOW,[],48.83,MEDIUM,52.58,0.0307,False,40.22,23.12,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00377,Control-78,Endpoint,enabled=True,enabled=True,Rollback,High,Xiulan Young,xiulan.young@company.com,Charles White,charles.white@company.com,2026-03-29 10:54:40,Performance Tuning,Under_Review,NONE,0,0,0,0,LOW,[],60.38,HIGH,52.35,0.0171,False,62.29,30.48,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00392,Control-58,Endpoint,enabled=True,enabled=True,Enable,High,Rajesh Singh,rajesh.singh@company.com,Kevin Pillai,kevin.pillai@company.com,2026-03-29 10:54:40,Policy Change,Compliant,NONE,0,0,0,0,LOW,[],38.37,MEDIUM,64.28,0.0234,False,52.05,21.24,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00416,Control-91,Access_Control,enabled=False,enabled=True,Modify,High,Richard Menon,richard.menon@company.com,Zainab Gupta,zainab.gupta@company.com,2026-03-29 10:54:40,Emergency Fix,Under_Review,PCI,0,0,1,0,LOW,[],70.96,HIGH,62.15,0.0245,False,50.21,32.37,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00442,Control-99,Vulnerability,enabled=False,enabled=False,Update,Medium,Pooja Ramirez,pooja.ramirez@company.com,Brian Sanchez,brian.sanchez@company.com,2026-03-30 10:54:40,Emergency Fix,Drifted,NONE,0,0,1,0,LOW,[],43.32,MEDIUM,68.16,0.0599,False,0.0,15.16,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00381,Control-29,Encryption,enabled=True,enabled=False,Enable,Low,William Iyer,william.iyer@company.com,Meera Perez,meera.perez@company.com,2026-03-30 10:54:40,Security Update,Drifted,ISO,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",38.93,MEDIUM,61.95,0.0219,False,54.56,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00026,Control-67,Vulnerability,enabled=False,enabled=True,Update,Critical,Amara Rao,amara.rao@company.com,Meera Jones,meera.jones@company.com,2026-03-30 10:54:40,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],52.39,MEDIUM,58.64,0.0599,False,0.0,18.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00279,Control-65,Network_Segmentation,enabled=False,enabled=False,Rollback,Medium,Jacob Harris,jacob.harris@company.com,Nikhil Martinez,nikhil.martinez@company.com,2026-03-30 10:54:40,Security Update,Remediated,GDPR,1,0,0,0,LOW,[],28.0,LOW,62.44,0.0451,False,16.69,12.3,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00048,Control-42,Encryption,enabled=True,enabled=False,Enable,Medium,Jonathan Clark,jonathan.clark@company.com,Deepika Jackson,deepika.jackson@company.com,2026-03-31 10:54:40,Policy Change,Compliant,NIST,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",26.86,LOW,65.59,0.0324,False,37.39,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00366,Control-96,DLP,enabled=False,enabled=True,Disable,Low,Rajesh Harris,rajesh.harris@company.com,George Garcia,george.garcia@company.com,2026-03-31 10:54:40,Security Update,Under_Review,ISO,1,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],60.78,HIGH,43.13,0.0357,False,32.07,69.08,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00038,Control-75,Data_Protection,enabled=False,enabled=True,Modify,Info,George Patel,george.patel@company.com,George Bhat,george.bhat@company.com,2026-03-31 10:54:40,Performance Tuning,Drifted,NONE,0,0,0,0,LOW,[],42.58,MEDIUM,56.49,0.0425,False,20.94,18.04,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00143,Control-64,Firewall,enabled=False,enabled=True,Enable,Medium,Pooja Lewis,pooja.lewis@company.com,Vikram Nair,vikram.nair@company.com,2026-03-31 10:54:40,Policy Change,Remediated,NONE,0,0,0,0,LOW,[],21.79,LOW,79.68,0.0499,False,8.91,8.96,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00198,Control-68,Cloud_Security,enabled=True,enabled=False,Update,Medium,Timothy Lee,timothy.lee@company.com,Karan Menon,karan.menon@company.com,2026-03-31 10:54:40,Performance Tuning,Mitigated,NONE,1,0,0,0,LOW,[],32.44,LOW,49.07,0.0428,False,20.39,14.41,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00481,Control-21,Vulnerability,enabled=True,enabled=False,Remove,Medium,Elena Rodriguez,elena.rodriguez@company.com,Vikram Thompson,vikram.thompson@company.com,2026-03-31 10:54:40,Emergency Fix,Drifted,GDPR,0,0,1,0,LOW,[],67.71,HIGH,66.29,0.0477,False,12.52,25.58,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00428,Control-80,Network_Segmentation,enabled=False,enabled=True,Remove,Medium,Sofia Smith,sofia.smith@company.com,Larry Clark,larry.clark@company.com,2026-03-31 10:54:40,Security Update,Under_Review,NONE,1,0,0,0,LOW,[],61.06,HIGH,44.92,0.0521,False,5.4,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00002,Control-18,Logging,enabled=True,enabled=False,Rollback,Low,Meera Williams,meera.williams@company.com,Timothy Miller,timothy.miller@company.com,2026-03-31 10:54:40,Security Update,Compliant,NONE,1,0,0,0,LOW,[],18.62,LOW,88.57,0.0484,False,11.28,8.21,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00018,Control-28,Firewall,enabled=True,enabled=False,Update,Medium,Timothy Davis,timothy.davis@company.com,Mark Clark,mark.clark@company.com,2026-03-31 10:54:40,Policy Change,Mitigated,NIST,0,0,0,0,LOW,[],37.86,MEDIUM,60.45,0.0554,False,0.0,13.25,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00208,Control-57,DLP,enabled=False,enabled=True,Enable,Low,Charles Pillai,charles.pillai@company.com,Amitabh Gonzalez,amitabh.gonzalez@company.com,2026-03-31 10:54:40,Performance Tuning,Compliant,ISO,0,0,0,0,LOW,[],18.46,LOW,89.42,0.0298,False,41.71,12.72,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00484,Control-2,DLP,enabled=False,enabled=False,Rollback,High,George Lee,george.lee@company.com,Sophia Mishra,sophia.mishra@company.com,2026-04-01 10:54:40,Troubleshooting,Drifted,PCI,0,0,0,0,LOW,[],68.61,HIGH,76.71,0.0336,False,35.41,29.32,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00310,Control-32,Vulnerability,enabled=False,enabled=False,Update,Medium,Andrew Taylor,andrew.taylor@company.com,Andrew Jackson,andrew.jackson@company.com,2026-04-01 10:54:40,Troubleshooting,Compliant,NONE,0,0,0,0,LOW,[],22.2,LOW,76.88,0.056,False,0.0,7.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00114,Control-88,Endpoint,enabled=True,enabled=False,Update,Low,Timothy Wilson,timothy.wilson@company.com,Fatima Nair,fatima.nair@company.com,2026-04-01 10:54:40,Troubleshooting,Compliant,ISO,0,0,0,0,LOW,[],18.54,LOW,89.69,0.035,False,33.2,11.47,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00385,Control-38,Network_Segmentation,enabled=True,enabled=False,Enable,Critical,William Bhat,william.bhat@company.com,Arjun Garcia,arjun.garcia@company.com,2026-04-01 10:54:40,Troubleshooting,Drifted,NONE,0,0,0,0,LOW,[],59.4,HIGH,51.87,0.0455,False,16.15,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00167,Control-68,Logging,enabled=False,enabled=True,Update,Medium,Nicholas Patel,nicholas.patel@company.com,David Lee,david.lee@company.com,2026-04-01 10:54:40,Policy Change,Under_Review,NONE,0,0,0,0,LOW,[],38.12,MEDIUM,63.33,0.0518,False,5.81,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00183,Control-51,Logging,enabled=True,enabled=True,Remove,Critical,Nadia Reddy,nadia.reddy@company.com,Daniel Mishra,daniel.mishra@company.com,2026-04-01 10:54:40,Policy Change,Remediated,ISO,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",73.01,HIGH,48.17,0.0391,False,26.58,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00087,Control-54,Data_Protection,enabled=True,enabled=True,Rollback,High,Pooja Brown,pooja.brown@company.com,Jacob Davis,jacob.davis@company.com,2026-04-01 10:54:40,Performance Tuning,Drifted,NONE,0,0,0,0,LOW,[],65.71,HIGH,72.53,0.0515,False,6.25,23.94,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00118,Control-82,DLP,enabled=True,enabled=True,Update,Low,Nisha Kumar,nisha.kumar@company.com,Priya Mishra,priya.mishra@company.com,2026-04-02 10:54:40,Security Update,Remediated,ISO,1,0,0,0,LOW,[],18.75,LOW,87.94,0.0534,False,3.2,7.04,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00323,Control-13,Encryption,enabled=True,enabled=False,Rollback,High,Stephen Verma,stephen.verma@company.com,Amitabh Ghosh,amitabh.ghosh@company.com,2026-04-02 10:54:40,Policy Change,Drifted,NONE,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",65.57,HIGH,75.3,0.0528,False,4.2,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00397,Control-89,Vulnerability,enabled=False,enabled=False,Remove,Medium,William Gonzalez,william.gonzalez@company.com,Mark Anderson,mark.anderson@company.com,2026-04-02 10:54:40,Emergency Fix,Mitigated,GDPR,0,0,1,0,LOW,[],60.15,HIGH,44.79,0.0511,False,6.96,22.1,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00171,Control-12,Access_Control,enabled=False,enabled=True,Update,Info,Priya Robinson,priya.robinson@company.com,Varun Das,varun.das@company.com,2026-04-02 10:54:40,Emergency Fix,Remediated,ISO,0,0,1,0,LOW,[],17.81,LOW,91.08,0.0556,False,0.0,6.23,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00187,Control-46,Firewall,enabled=False,enabled=False,Modify,Medium,Kenneth Gonzalez,kenneth.gonzalez@company.com,Meera Hernandez,meera.hernandez@company.com,2026-04-02 10:54:40,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],32.81,LOW,47.41,0.0585,False,0.0,11.48,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00179,Control-14,Network_Segmentation,enabled=False,enabled=True,Update,Critical,George Miller,george.miller@company.com,Nicholas Rodriguez,nicholas.rodriguez@company.com,2026-04-02 10:54:40,Security Update,Drifted,NONE,1,0,0,0,LOW,[],54.64,HIGH,42.99,0.0655,False,0.0,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00232,Control-46,DLP,enabled=True,enabled=False,Disable,Info,Thomas Ghosh,thomas.ghosh@company.com,Aisha Pillai,aisha.pillai@company.com,2026-04-02 10:54:40,Emergency Fix,Drifted,CIS,0,0,1,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],65.79,HIGH,39.45,0.0518,False,5.73,66.89,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00211,Control-34,Logging,enabled=False,enabled=False,Modify,Medium,Raja Hernandez,raja.hernandez@company.com,Eric Iyer,eric.iyer@company.com,2026-04-02 10:54:40,Security Update,Under_Review,NIST,1,0,0,0,LOW,[],53.73,MEDIUM,57.99,0.0431,False,19.94,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00313,Control-93,Access_Control,enabled=False,enabled=False,Modify,Low,Ryan Thomas,ryan.thomas@company.com,Amitabh Martinez,amitabh.martinez@company.com,2026-04-03 10:54:40,Emergency Fix,Compliant,NONE,0,0,1,0,LOW,[],20.56,LOW,83.35,0.0498,False,9.08,8.56,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00419,Control-25,Access_Control,enabled=False,enabled=False,Remove,Medium,Nikhil Martinez,nikhil.martinez@company.com,Fatima Brown,fatima.brown@company.com,2026-04-03 10:54:40,Security Update,Remediated,CIS,1,0,0,0,LOW,[],50.69,MEDIUM,48.58,0.0598,False,0.0,17.74,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00082,Control-17,Network_Segmentation,enabled=True,enabled=False,Remove,Medium,Anjali Thompson,anjali.thompson@company.com,Kenneth Sharma,kenneth.sharma@company.com,2026-04-03 10:54:40,Troubleshooting,Remediated,GDPR,0,0,0,0,LOW,[],56.69,MEDIUM,50.81,0.0498,False,9.05,21.2,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00496,Control-14,Encryption,enabled=False,enabled=True,Enable,Info,Aisha Lewis,aisha.lewis@company.com,Richard Gupta,richard.gupta@company.com,2026-04-03 10:54:40,Policy Change,Under_Review,NONE,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",24.46,LOW,71.53,0.0478,False,12.36,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00255,Control-22,Vulnerability,enabled=True,enabled=True,Remove,Medium,Neha Verma,neha.verma@company.com,Joshua Anderson,joshua.anderson@company.com,2026-04-03 10:54:40,Emergency Fix,Mitigated,ISO,0,0,1,0,LOW,[],58.12,MEDIUM,42.92,0.0508,False,7.44,21.46,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
